i,date,sport,mkt,matchup,side,path,hcTier,agsTier,odds,units,outcome,profit,meanPct,top2Pct,meanClv,nHighPct,nElite,pctEdge,opposed,S1,S5,S8,S8b,S9,forWallets
210,2026-06-14,MLB,ml,2026-06-14_MLB_hou_kcr,Houston Astros,UNTIERED,,PREMIUM,106,2.5,LOSS,-2.5,57.4,57.4,-0.08,0,0,,N,CUT,CUT,CUT,CUT,CUT,1e8f33:57%
211,2026-06-14,MLB,ml,2026-06-14_MLB_nyy_tor,New York Yankees,UNTIERED,,LOCK,-130,1,WIN,0.77,64,68.8,2.78,3,4,-9.8,Y,KEEP,KEEP,KEEP,KEEP,CUT,"4c64aa:59%,1e8f33:57%,70135d:66%,9a69c2:71%,bc3532:67%"
212,2026-06-14,MLB,ml,2026-06-14_MLB_stl_min,St. Louis Cardinals,UNTIERED,,PREMIUM,-101,3,LOSS,-3,57.4,57.4,-0.08,0,0,-12.1,Y,CUT,CUT,CUT,CUT,CUT,1e8f33:57%
213,2026-06-14,MLB,ml,2026-06-14_MLB_tbr_laa,Tampa Bay Rays,UNTIERED,,WEAK,-118,0.25,WIN,0.21,60.6,62.5,1.58,1,2,,N,KEEP,CUT,KEEP,KEEP,CUT,"4c64aa:59%,70135d:66%,2f2a9e:57%"
214,2026-06-14,NHL,ml,2026-06-14_NHL_car_vgk,Hurricanes,UNTIERED,,WEAK,-115,0.25,WIN,0.22,72.6,72.6,1.28,2,1,8.8,Y,KEEP,KEEP,CUT,KEEP,KEEP,"4d2125:80%,710c2e:65%"
215,2026-06-14,MLB,spread,2026-06-14_MLB_chc_sfg_spread,Chicago Cubs,UNTIERED,,ELITE,-180,5,LOSS,-5,68.8,68.8,3.75,1,1,-6.1,Y,KEEP,KEEP,CUT,KEEP,CUT,eeabaf:69%
216,2026-06-14,MLB,spread,2026-06-14_MLB_lad_cws_spread,Los Angeles Dodgers,UNTIERED,,PREMIUM,-116,3,LOSS,-3,62.8,62.8,2.18,1,1,,N,KEEP,CUT,CUT,KEEP,CUT,"2f2a9e:57%,eeabaf:69%"
217,2026-06-14,MLB,spread,2026-06-14_MLB_mia_pit_spread,Miami Marlins,UNTIERED,,LOCK,-161,1,WIN,0.62,61.9,61.9,1.44,1,1,5.2,Y,KEEP,CUT,CUT,KEEP,CUT,"1e8f33:57%,70135d:66%"
218,2026-06-14,MLB,total,2026-06-14_MLB_col_oak_total,Under 13.5,UNTIERED,,PREMIUM,-110,3,LOSS,-3,57.4,57.4,-0.08,0,0,,N,CUT,CUT,CUT,CUT,CUT,1e8f33:57%
219,2026-06-14,NHL,total,2026-06-14_NHL_car_vgk_total,Under 5.5,UNTIERED,,ELITE,-113,5,WIN,4.42,80,80,2.94,1,1,8.2,Y,KEEP,KEEP,CUT,KEEP,KEEP,4d2125:80%
220,2026-06-15,MLB,ml,2026-06-15_MLB_nym_cin,Cincinnati Reds,A,MINI,LEAN,-136,3,WIN,2.21,64.6,68.5,3.41,2,2,,N,KEEP,KEEP,KEEP,KEEP,KEEP,"1e8f33:57%,70135d:66%,9a69c2:71%"
221,2026-06-15,MLB,spread,2026-06-15_MLB_col_chc_spread,Colorado Rockies,A,MINI,PREMIUM,-105,3,WIN,2.86,56.7,56.7,-0.05,0,0,,N,CUT,CUT,CUT,CUT,CUT,1e8f33:57%
222,2026-06-16,MLB,ml,2026-06-16_MLB_det_hou,Houston Astros,A,TOP,PREMIUM,-168,4,WIN,2.38,61.1,72.4,1.96,3,4,-5.6,Y,KEEP,KEEP,KEEP,KEEP,CUT,"4c64aa:59%,1e8f33:56%,491f30:41%,5b1e50:74%,70135d:66%,9a69c2:71%"
223,2026-06-16,MLB,ml,2026-06-16_MLB_kcr_wsh,Washington Nationals,A,SUPER,PREMIUM,-134,6,WIN,4.48,62.6,70,1.99,2,2,-5.3,Y,KEEP,KEEP,KEEP,KEEP,CUT,"bc3532:67%,7923c4:73%,b839b3:48%"
224,2026-06-16,MLB,ml,2026-06-16_MLB_mia_phi,Philadelphia Phillies,A,TOP,LEAN,-175,4,WIN,2.29,63.1,70.2,2.46,1,2,-4.7,Y,KEEP,KEEP,KEEP,KEEP,CUT,"4c64aa:59%,1e8f33:56%,ad88a3:82%,cd2f63:57%"
225,2026-06-16,MLB,ml,2026-06-16_MLB_sfg_atl,Atlanta Braves,A,TOP,LEAN,-172,4,LOSS,-4,53.8,56.8,1.29,0,1,-19.6,Y,CUT,CUT,CUT,CUT,CUT,"2f2a9e:55%,4c64aa:59%,b839b3:48%"
226,2026-06-16,MLB,total,2026-06-16_MLB_col_chc_total,Over 9.5,A,MINI,PREMIUM,-110,3,LOSS,-3,56.1,56.1,0.31,0,0,,N,CUT,CUT,CUT,CUT,CUT,"1e8f33:56%,cd2f63:57%"
227,2026-06-16,MLB,total,2026-06-16_MLB_nym_cin_total,Over 9.5,A,MINI,ELITE,-110,3,LOSS,-3,55.2,56.1,-1.3,0,0,-19.8,Y,CUT,CUT,CUT,CUT,CUT,"e05213:54%,1e8f33:56%,cd2f63:57%"
228,2026-06-17,MLB,ml,2026-06-17_MLB_mia_phi,Miami Marlins,A,MINI,ELITE,100,2.5,WIN,2.5,53.8,53.8,0.57,0,0,,N,CUT,CUT,CUT,CUT,CUT,1e8f33:54%
229,2026-06-17,MLB,ml,2026-06-17_MLB_tor_bos,Boston Red Sox,A,MINI,ELITE,-123,3,LOSS,-3,53.8,53.8,0.57,0,0,-15,Y,CUT,CUT,CUT,CUT,CUT,1e8f33:54%
230,2026-06-17,MLB,total,2026-06-17_MLB_bal_sea_total,Over 7.5,A,MINI,ELITE,-110,3,WIN,2.73,53.8,53.8,0.57,0,0,,N,CUT,CUT,CUT,CUT,CUT,1e8f33:54%
231,2026-06-17,MLB,total,2026-06-17_MLB_laa_ari_total,Under 9.5,A,MINI,ELITE,-110,3,WIN,2.73,53.8,53.8,0.57,0,0,,N,CUT,CUT,CUT,CUT,CUT,1e8f33:54%
232,2026-06-17,MLB,total,2026-06-17_MLB_sdp_stl_total,Over 10.5,A,MINI,ELITE,-110,3,LOSS,-3,65.9,72.3,0.08,2,2,,N,KEEP,KEEP,KEEP,KEEP,KEEP,"bc35e3:79%,e05213:53%,8ec926:65%"
233,2026-06-18,MLB,ml,2026-06-18_MLB_cle_mil,Milwaukee Brewers,A,TOP,PREMIUM,-148,4,LOSS,-4,67.1,67.1,3.87,1,1,-1.9,Y,KEEP,KEEP,KEEP,KEEP,CUT,"4c64aa:58%,ad88a3:76%"
234,2026-06-18,MLB,ml,2026-06-18_MLB_nym_phi,New York Mets,A,TOP,PREMIUM,103,2.5,WIN,2.58,67.3,75.9,1.64,7,6,16.8,Y,KEEP,KEEP,KEEP,KEEP,KEEP,"7703d4:65%,bc44b0:71%,2f2a9e:51%,bc35e3:79%,0f9d74:69%,eeabaf:68%,972768:73%,cd2f63:57%,5b1e50:73%"
235,2026-06-18,MLB,total,2026-06-18_MLB_nym_phi_total,Over 9.5,A,MINI,PREMIUM,-110,3,WIN,2.73,54.7,54.7,0.39,0,0,-20.3,Y,CUT,CUT,CUT,CUT,CUT,"1e8f33:53%,cd2f63:57%"
236,2026-06-18,MLB,total,2026-06-18_MLB_tor_bos_total,Under 8.5,A,MINI,PREMIUM,-108,3,WIN,2.78,62.4,72.9,1,2,1,-3.5,Y,KEEP,KEEP,KEEP,KEEP,CUT,"1e8f33:53%,2f2a9e:51%,5b1e50:73%,972768:73%"
237,2026-06-19,MLB,ml,2026-06-19_MLB_min_ari,Arizona Diamondbacks,A,TOP,PREMIUM,-168,4,WIN,2.38,62.5,67.2,2.65,1,1,1.7,Y,KEEP,KEEP,KEEP,KEEP,KEEP,"4c64aa:58%,1e8f33:53%,ad88a3:76%"
238,2026-06-19,MLB,spread,2026-06-19_MLB_cin_nyy_spread,New York Yankees,A,TOP,PREMIUM,-130,4,WIN,3.08,51.2,54.1,-0.53,0,0,-18.4,Y,CUT,CUT,CUT,CUT,CUT,"1e8f33:53%,f2d227:55%,b839b3:45%"
239,2026-06-19,MLB,spread,2026-06-19_MLB_cws_det_spread,Chicago White Sox,A,MINI,LOCK,-118,3,WIN,2.54,64.1,69.6,2.06,2,2,0.1,Y,KEEP,KEEP,KEEP,KEEP,KEEP,"1e8f33:53%,5b1e50:73%,70135d:66%"
240,2026-06-19,MLB,total,2026-06-19_MLB_pit_col_total,Over 11.5,A,MINI,ELITE,-110,3,LOSS,-3,53.1,53.1,0.33,0,0,,N,CUT,CUT,CUT,CUT,CUT,1e8f33:53%
241,2026-06-19,MLB,total,2026-06-19_MLB_tor_chc_total,Under 7.5,A,MINI,PREMIUM,-110,3,LOSS,-3,60.5,64.2,0.83,1,1,-14.4,Y,KEEP,CUT,KEEP,KEEP,CUT,"bc44b0:72%,1e8f33:53%,cd2f63:57%"
242,2026-06-20,MLB,ml,2026-06-20_MLB_cin_nyy,New York Yankees,A,TOP,PREMIUM,-201,4,LOSS,-4,38.5,38.5,-0.62,0,0,-28.6,Y,CUT,CUT,CUT,CUT,CUT,"ab39ae:33%,b839b3:44%"
243,2026-06-20,MLB,ml,2026-06-20_MLB_nym_phi,Philadelphia Phillies,A,TOP,LOCK,-198,4,WIN,2.02,56.5,63,1.45,1,1,-1.8,Y,CUT,CUT,CUT,CUT,CUT,"eeabaf:68%,4c64aa:58%,b839b3:44%"
244,2026-06-20,MLB,ml,2026-06-20_MLB_sfg_mia,Miami Marlins,A,MINI,ELITE,-137,3,WIN,2.19,52.4,52.4,0,0,0,,N,CUT,CUT,CUT,CUT,CUT,1e8f33:52%
245,2026-06-20,MLB,total,2026-06-20_MLB_mil_atl_total,Under 7.5,B,RANK,PREMIUM,-110,2,WIN,1.82,60.3,60.3,2.79,1,1,-3.9,Y,KEEP,CUT,CUT,CUT,CUT,"2f2a9e:53%,eeabaf:68%"
246,2026-06-21,MLB,ml,2026-06-21_MLB_bal_lad,Los Angeles Dodgers,A,MINI,LOCK,-225,3,LOSS,-3,62,62,1.88,1,1,-9.7,Y,KEEP,CUT,KEEP,KEEP,CUT,"4c64aa:58%,70135d:65%"
247,2026-06-21,MLB,ml,2026-06-21_MLB_nym_phi,Philadelphia Phillies,A,MINI,PREMIUM,-186,3,WIN,1.61,69.8,80.8,6.39,3,3,-1.3,Y,KEEP,KEEP,KEEP,KEEP,CUT,"1e8f33:52%,5b1e50:73%,70135d:65%,b70f9a:89%"
248,2026-06-21,MLB,total,2026-06-21_MLB_bos_sea_total,Under 6.5,A,TOP,PREMIUM,101,2.5,WIN,2.52,70.6,74.5,3.9,4,4,11,Y,KEEP,KEEP,KEEP,KEEP,KEEP,"779ef0:65%,eeabaf:68%,7923c4:73%,cdb33b:76%"
249,2026-06-21,MLB,total,2026-06-21_MLB_cws_det_total,Under 8.5,A,MINI,PREMIUM,-105,3,LOSS,-3,58.8,58.8,0.44,1,1,0.1,Y,CUT,CUT,CUT,CUT,CUT,"1e8f33:52%,8ec926:65%"
250,2026-06-22,MLB,ml,2026-06-22_MLB_hou_tor,Toronto Blue Jays,A,MINI,ELITE,-131,3,WIN,2.29,68.6,68.6,3.34,1,1,,N,KEEP,KEEP,KEEP,KEEP,KEEP,eeabaf:69%
251,2026-06-22,MLB,total,2026-06-22_MLB_bal_laa_total,Over 8.5,A,MINI,PREMIUM,-102,3,LOSS,-3,58.9,58.9,1.24,1,1,-11.1,Y,CUT,CUT,CUT,CUT,CUT,"1e8f33:52%,70135d:65%"
252,2026-06-22,MLB,total,2026-06-22_MLB_chc_nym_total,Over 8.5,A,MINI,PREMIUM,-110,3,WIN,2.73,52.2,52.2,-0.35,0,0,,N,CUT,CUT,CUT,CUT,CUT,1e8f33:52%
253,2026-06-22,MLB,total,2026-06-22_MLB_hou_tor_total,Under 6.5,A,MINI,ELITE,-110,3,WIN,2.73,59.9,63.8,-0.76,1,1,,N,CUT,CUT,CUT,CUT,CUT,"e05213:55%,7923c4:73%,1e8f33:52%"
254,2026-06-22,MLB,total,2026-06-22_MLB_nyy_det_total,Under 8.5,A,TOP,LOCK,-104,4,WIN,3.85,65.7,65.7,1.36,2,1,0.3,Y,KEEP,KEEP,KEEP,KEEP,KEEP,"c668b3:60%,5b1e50:71%"
255,2026-06-23,MLB,ml,2026-06-23_MLB_atl_sdp,Atlanta Braves,A,MINI,PREMIUM,-110,3,LOSS,-3,66.8,74.5,2,5,5,,N,KEEP,KEEP,KEEP,KEEP,KEEP,"2f2a9e:52%,bc35e3:78%,0f9d74:70%,8ec926:66%,b51a56:63%,5b1e50:70%"
256,2026-06-23,MLB,ml,2026-06-23_MLB_bal_laa,Baltimore Orioles,A,MINI,PREMIUM,-142,3,LOSS,-3,58.1,61.4,1.47,1,1,6.2,Y,CUT,CUT,CUT,CUT,CUT,"2f2a9e:52%,1e8f33:51%,5b1e50:70%"
257,2026-06-23,MLB,total,2026-06-23_MLB_mil_cin_total,Over 9.5,A,MINI,LOCK,103,2.5,LOSS,-2.5,51.5,51.5,-0.38,0,0,,N,CUT,CUT,CUT,CUT,CUT,1e8f33:51%
258,2026-06-24,MLB,ml,2026-06-24_MLB_atl_sdp,Atlanta Braves,A,MINI,PREMIUM,-118,3,LOSS,-3,50.7,50.7,-0.4,0,0,-26.9,Y,CUT,CUT,CUT,CUT,CUT,1e8f33:51%
259,2026-06-24,MLB,ml,2026-06-24_MLB_bos_col,Colorado Rockies,B,RANK,PREMIUM,145,4,WIN,5.8,65.1,65.1,3.53,1,2,,N,KEEP,KEEP,KEEP,KEEP,KEEP,"4c64aa:59%,ad88a3:71%"
260,2026-06-24,SOC,ml,2026-06-24_SOC_hai_mar,Morocco,A,TOP,PREMIUM,-350,4,WIN,1.14,63.2,72.5,0.31,4,3,-6,Y,KEEP,KEEP,KEEP,KEEP,CUT,"c9bba3:50%,0f9d74:70%,946418:69%,7b4652:55%,12192c:75%,c911a4:60%"
261,2026-06-24,MLB,total,2026-06-24_MLB_bos_col_total,Over 10.5,B,RANK,PREMIUM,-110,4,WIN,3.64,65.9,73.5,2.1,3,3,-6.8,Y,KEEP,KEEP,KEEP,KEEP,CUT,"2f2a9e:52%,bc35e3:78%,8ec926:65%,5b1e50:69%"
262,2026-06-24,MLB,total,2026-06-24_MLB_phi_wsh_total,Over 9.5,A,MINI,PREMIUM,-110,3,LOSS,-3,50.7,50.7,-0.4,0,0,,N,CUT,CUT,CUT,CUT,CUT,1e8f33:51%
263,2026-06-24,MLB,total,2026-06-24_MLB_sea_pit_total,Under 7.5,B,RANK,LEAN,-109,4,LOSS,-4,63.6,70.9,2.79,3,2,,N,KEEP,KEEP,KEEP,KEEP,KEEP,"779ef0:66%,cdb33b:76%,1e8f33:51%,b51a56:62%"
264,2026-06-25,SOC,ml,2026-06-25_SOC_ger_ecu,Germany,A,CONFIRMED,LOCK,-155,1,LOSS,-1,61.3,83.7,1,7,7,-16.5,Y,KEEP,KEEP,KEEP,KEEP,CUT,"2d2ca8:76%,84b2f4:40%,43020b:79%,95eb4c:89%,fea6f5:25%,946418:64%,0f9d74:69%,2f2a9e:51%,5b1e50:69%,c2aeea:60%,c668b3:60%,c911a4:59%,cd2f63:56%"
265,2026-06-25,SOC,ml,2026-06-25_SOC_ned_tun,Netherlands,A,TOP,ELITE,-750,4,WIN,0.53,61.7,71.5,2.75,3,2,17.3,Y,KEEP,KEEP,KEEP,KEEP,KEEP,"11381f:74%,c9bba3:50%,2f2a9e:51%,0f9d74:69%,946418:64%"
266,2026-06-25,SOC,ml,2026-06-25_SOC_usa_tur,United States,B,RANK,WEAK,105,4,LOSS,-4,66.5,83.7,2,5,5,26.5,Y,KEEP,KEEP,KEEP,KEEP,KEEP,"bc44b0:69%,2f2a9e:51%,95eb4c:89%,43020b:79%,c2aeea:60%,5b1e50:69%,57be17:49%"
267,2026-06-25,MLB,spread,2026-06-25_MLB_nyy_bos_spread,New York Yankees,B,RANK,ELITE,114,4,LOSS,-4,59.9,59.9,1.8,1,1,-17.9,Y,CUT,CUT,CUT,CUT,CUT,"2f2a9e:51%,5b1e50:69%"
268,2026-06-25,MLB,total,2026-06-25_MLB_hou_det_total,Under 9.5,B,RANK,PREMIUM,-110,4,WIN,3.64,59.9,59.9,1.8,1,1,,N,CUT,CUT,CUT,CUT,CUT,"2f2a9e:51%,5b1e50:69%"
269,2026-06-26,MLB,ml,2026-06-26_MLB_atl_sfg,Atlanta Braves,B,RANK,PREMIUM,-120,4,WIN,3.33,53.8,53.8,0.44,0,0,,N,CUT,CUT,CUT,CUT,CUT,"2f2a9e:50%,4c64aa:57%"
270,2026-06-26,SOC,ml,2026-06-26_SOC_bel_nzl,Belgium,B,RANK,ELITE,-500,4,WIN,0.8,68.2,68.2,1.58,2,2,17.3,Y,KEEP,KEEP,KEEP,KEEP,KEEP,"bc44b0:69%,5b1e50:67%"
271,2026-06-26,SOC,ml,2026-06-26_SOC_esp_uru,Spain,A,SUPER,LEAN,-145,6,WIN,4.14,63.3,75.6,0.47,8,6,5.9,Y,KEEP,KEEP,KEEP,KEEP,KEEP,"12c933:67%,06c80c:36%,bc44b0:69%,af1697:74%,2f2a9e:50%,95eb4c:73%,fec67e:65%,bc35e3:77%,0f9d74:68%,7b4652:54%,c668b3:59%,5b1e50:67%"
272,2026-06-26,SOC,ml,2026-06-26_SOC_fra_nor,France,B,RANK,WEAK,-250,4,WIN,1.6,52.1,68.8,-1.19,3,4,,Y,CUT,KEEP,KEEP,KEEP,KEEP,"bc44b0:69%,2f2a9e:50%,8366f5:38%,0f9d74:68%,6c78fd:24%,c668b3:59%,7a4cdf:38%,a10ff5:56%,5b1e50:67%"
273,2026-06-26,SOC,ml,2026-06-26_SOC_irn_egy,Egypt,A,SUPER,LEAN,170,1.5,LOSS,-1.5,71.8,82.6,3.23,2,2,6.2,Y,KEEP,KEEP,KEEP,KEEP,KEEP,"2f2a9e:50%,de3f67:65%,99059d:100%"
274,2026-06-26,SOC,ml,2026-06-26_SOC_ksa_cpv,Cabo Verde,C,SHARP-PRIME,WEAK,175,1.5,LOSS,-1.5,65.1,65.1,-0.96,2,1,0.6,Y,KEEP,KEEP,CUT,CUT,KEEP,"12c933:67%,e70853:63%"
275,2026-06-26,MLB,spread,2026-06-26_MLB_phi_nym_spread,Philadelphia Phillies,A,TOP+,PREMIUM,110,2.5,LOSS,-2.5,48.3,59.2,-0.14,1,1,-19.9,Y,CUT,CUT,CUT,CUT,CUT,"eeabaf:68%,1e8f33:50%,ab39ae:27%"
276,2026-06-26,MLB,total,2026-06-26_MLB_chc_mil_total,Under 7.5,A,TOP,ELITE,-110,4,LOSS,-4,68.3,68.3,3.41,1,1,,N,KEEP,KEEP,KEEP,KEEP,KEEP,eeabaf:68%
277,2026-06-27,MLB,ml,2026-06-27_MLB_chc_mil,Milwaukee Brewers,C,SHARP,WEAK,-150,3,LOSS,-3,57.8,57.8,0.72,1,1,-14.2,Y,CUT,CUT,CUT,CUT,CUT,"1e8f33:50%,5b1e50:65%"
278,2026-06-27,MLB,ml,2026-06-27_MLB_cin_pit,Cincinnati Reds,B,RANK,WEAK,-110,4,WIN,3.64,60.6,66.4,1.87,2,3,-39.4,Y,KEEP,KEEP,KEEP,KEEP,CUT,"1e8f33:50%,c2aeea:59%,70135d:65%,eeabaf:67%"
279,2026-06-27,MLB,ml,2026-06-27_MLB_kcr_cws,Kansas City Royals,A,MINI-,ELITE,114,1,LOSS,-1,67.6,68.7,2.22,3,3,,N,KEEP,KEEP,KEEP,KEEP,KEEP,"bc44b0:70%,eeabaf:67%,5b1e50:65%"
280,2026-06-27,MLB,ml,2026-06-27_MLB_oak_laa,Athletics,C,SHARP-PRIME,LOCK,-104,4,LOSS,-4,45.6,45.6,-1.86,0,0,,N,CUT,CUT,CUT,CUT,CUT,"4c64aa:57%,95618e:34%"
281,2026-06-27,MLB,ml,2026-06-27_MLB_phi_nym,New York Mets,C,SHARP-PRIME,LOCK,-123,4,WIN,3.25,79.1,85,10.13,3,2,13.7,Y,KEEP,KEEP,KEEP,KEEP,KEEP,"bc44b0:70%,0f9d74:67%,daf4de:100%"
282,2026-06-27,MLB,ml,2026-06-27_MLB_tex_tor,Toronto Blue Jays,B,RANK,PREMIUM,-184,4,LOSS,-4,64.2,67.9,2.86,2,2,-3,Y,KEEP,KEEP,KEEP,KEEP,CUT,"4c64aa:57%,ad88a3:70%,5b1e50:65%"
283,2026-06-27,SOC,ml,2026-06-27_SOC_arg_jor,Argentina,A,TOP,ELITE,-525,4,WIN,0.76,62.8,69.6,1.99,2,2,-2.4,Y,KEEP,KEEP,KEEP,KEEP,CUT,"2f2a9e:49%,2d2ca8:74%,5b1e50:65%"
