team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
MIN,2025,MIN,MIN,Team Level,4on5,28,0.04,0.09,0.1,6188.0,11.56,0.49,0.47,2.01,0.36,4.01,8.66,0.48,0.49,0.48,16.0,0.0,2.0,18.0,2.0,0.0,0.0,0.0,0.0,2.0,12.0,14.0,14.0,3.0,12.0,62.0,6.0,5.0,10.0,14.0,2.0,0.0,0.24,0.24,0.0,1.0,1.0,0.0,18.0,16.0,16.0,9.0,0.12,0.0,0.0,0.6,0.6,0.59,100.89,13.16,9.42,21.81,3.41,61.06,31.14,12.55,13.16,12.55,96.0,44.0,47.0,187.0,12.0,14.0,3.0,20.0,1.0,52.0,41.0,84.0,128.0,7.0,17.0,52.0,7.0,1.0,17.0,102.0,24.0,14.0,2.93,3.17,7.07,1.0,3.0,8.0,187.0,140.0,140.0,3.0,2.42,3.27,4.15,11.43,11.43,10.98
MIN,2025,MIN,MIN,Team Level,5on4,28,0.92,0.89,0.87,9642.0,145.12,16.55,13.47,32.49,4.93,85.32,46.24,14.58,16.55,14.58,124.0,75.0,56.0,255.0,19.0,17.0,3.0,27.0,1.0,74.0,61.0,105.0,180.0,6.0,12.0,81.0,9.0,3.0,36.0,143.0,38.0,18.0,4.12,4.78,7.65,2.0,10.0,7.0,255.0,199.0,199.0,1.0,3.45,3.94,3.93,16.07,16.07,14.26,20.58,1.47,0.95,3.19,0.7,7.29,15.4,1.43,1.47,1.43,21.0,8.0,4.0,33.0,0.0,0.0,0.0,3.0,0.0,5.0,21.0,21.0,29.0,5.0,12.0,83.0,29.0,10.0,29.0,24.0,4.0,1.0,0.51,0.62,0.33,0.0,0.0,0.0,33.0,29.0,29.0,25.0,0.23,0.0,0.0,1.69,1.69,1.65
CBJ,2025,CBJ,CBJ,Team Level,other,27,0.48,0.54,0.54,3859.0,76.97,14.15,5.5,14.63,2.61,39.28,27.83,12.46,14.15,12.46,73.0,31.0,34.0,138.0,12.0,6.0,1.0,11.0,2.0,35.0,38.0,61.0,92.0,1.0,2.0,56.0,13.0,10.0,17.0,60.0,26.0,18.0,2.39,3.13,8.63,1.0,5.0,6.0,138.0,104.0,104.0,9.0,1.64,1.71,1.71,14.09,14.09,12.8,65.86,15.46,4.55,11.52,2.17,33.37,21.94,12.7,15.46,12.7,55.0,34.0,27.0,116.0,10.0,9.0,0.0,6.0,0.0,28.0,36.0,45.0,79.0,2.0,4.0,49.0,10.0,8.0,11.0,41.0,24.0,24.0,1.83,2.99,10.65,4.0,2.0,4.0,116.0,89.0,89.0,4.0,1.34,4.09,4.09,12.71,12.71,12.14
CBJ,2025,CBJ,CBJ,Team Level,all,27,0.48,0.5,0.49,99639.0,911.66,92.98,61.01,219.66,30.51,474.3,353.54,87.98,93.51,88.52,820.0,412.0,472.0,1704.0,80.0,96.0,15.0,188.0,4.0,431.0,433.0,740.0,1152.0,90.0,215.0,797.0,510.0,130.0,440.0,880.0,239.0,113.0,25.93,30.34,36.7,23.0,28.0,29.0,1718.73,1232.0,1241.71,199.0,13.65,21.52,21.52,85.1,85.78,83.2,920.89,101.79,62.71,219.73,30.45,492.99,350.33,93.71,101.55,93.45,836.0,422.0,418.0,1676.0,89.0,111.0,10.0,170.0,3.0,449.0,436.0,747.0,1169.0,84.0,195.0,766.0,494.0,130.0,434.0,880.0,254.0,124.0,27.04,31.85,42.89,44.0,24.0,21.0,1670.2,1258.0,1253.45,197.0,13.92,28.09,28.09,87.61,87.48,84.58
CBJ,2025,CBJ,CBJ,Team Level,5on5,27,0.5,0.51,0.5,83005.0,721.31,65.81,46.01,181.07,24.13,374.36,283.63,62.94,66.34,63.48,641.0,334.0,390.0,1365.0,57.0,81.0,12.0,152.0,2.0,348.0,335.0,584.0,918.0,77.0,186.0,625.0,486.0,109.0,391.0,722.0,171.0,82.0,21.0,22.29,22.51,21.0,20.0,16.0,1379.73,975.0,984.71,183.0,9.6,17.84,17.84,57.56,58.23,57.27,717.12,65.84,46.45,180.95,23.89,384.01,281.88,62.39,65.6,62.13,649.0,334.0,344.0,1327.0,58.0,79.0,6.0,148.0,2.0,363.0,333.0,591.0,925.0,76.0,176.0,620.0,462.0,104.0,391.0,714.0,195.0,74.0,20.53,24.38,20.91,32.0,17.0,9.0,1321.2,983.0,978.45,185.0,9.65,17.3,17.3,58.18,58.05,56.44
CBJ,2025,CBJ,CBJ,Team Level,4on5,27,0.07,0.1,0.12,6659.0,16.79,1.52,0.89,2.36,0.56,5.29,12.37,1.52,1.52,1.52,22.0,1.0,2.0,25.0,2.0,0.0,0.0,2.0,0.0,4.0,15.0,20.0,21.0,4.0,8.0,53.0,7.0,8.0,6.0,15.0,8.0,0.0,0.53,0.99,0.0,1.0,1.0,0.0,25.0,23.0,23.0,5.0,0.2,0.0,0.0,1.72,1.72,1.72,126.18,19.75,11.3,25.79,4.03,71.64,37.48,17.89,19.75,17.89,119.0,51.0,47.0,217.0,20.0,23.0,4.0,16.0,1.0,56.0,54.0,99.0,150.0,1.0,2.0,51.0,5.0,5.0,22.0,111.0,34.0,25.0,4.34,4.33,11.09,7.0,5.0,8.0,217.0,170.0,170.0,2.0,2.83,6.7,6.7,15.89,15.89,15.17
CBJ,2025,CBJ,CBJ,Team Level,5on4,27,0.94,0.92,0.89,6116.0,96.61,11.5,8.62,21.6,3.2,55.37,29.71,11.05,11.5,11.05,84.0,46.0,46.0,176.0,9.0,9.0,2.0,23.0,0.0,44.0,45.0,75.0,121.0,8.0,19.0,63.0,4.0,3.0,26.0,83.0,34.0,13.0,2.02,3.92,5.56,0.0,2.0,7.0,176.0,130.0,130.0,2.0,2.2,1.97,1.97,11.73,11.73,11.41,11.73,0.73,0.41,1.47,0.38,3.97,9.04,0.73,0.73,0.73,13.0,3.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,2.0,13.0,12.0,15.0,5.0,13.0,46.0,17.0,13.0,10.0,14.0,1.0,1.0,0.34,0.15,0.24,1.0,0.0,0.0,16.0,16.0,16.0,6.0,0.1,0.0,0.0,0.83,0.83,0.82
WPG,2025,WPG,WPG,Team Level,other,26,0.58,0.47,0.52,3516.0,45.89,14.16,2.87,8.33,1.55,21.31,14.77,11.63,14.16,11.63,40.0,23.0,11.0,74.0,8.0,8.0,1.0,9.0,0.0,18.0,20.0,32.0,55.0,3.0,6.0,34.0,6.0,4.0,6.0,20.0,20.0,23.0,0.58,2.4,11.19,0.0,2.0,6.0,74.0,63.0,63.0,0.0,0.86,3.4,3.4,11.62,11.62,10.15,42.22,10.25,3.13,8.09,1.39,22.71,12.42,8.87,10.25,8.87,37.0,21.0,27.0,85.0,8.0,5.0,1.0,7.0,0.0,21.0,17.0,29.0,50.0,1.0,2.0,44.0,8.0,8.0,6.0,33.0,11.0,14.0,1.14,1.35,7.77,1.0,0.0,7.0,85.0,58.0,58.0,2.0,0.92,1.85,1.85,9.32,9.32,8.21
WPG,2025,WPG,WPG,Team Level,all,26,0.49,0.47,0.48,94246.0,760.79,86.53,55.33,178.39,25.83,404.55,297.37,80.85,87.43,81.72,690.0,358.0,364.0,1412.0,78.0,84.0,8.0,165.0,1.0,339.0,381.0,612.0,970.0,100.0,225.0,753.0,571.0,107.0,394.0,722.0,213.0,113.0,20.2,26.26,40.08,23.0,27.0,28.0,1430.67,1048.0,1059.2,194.0,12.5,19.14,19.14,79.89,80.7,77.7,842.11,88.94,59.78,201.92,28.15,453.69,321.53,83.35,88.1,82.58,762.0,392.0,458.0,1612.0,77.0,100.0,12.0,164.0,1.0,433.0,379.0,685.0,1077.0,91.0,201.0,689.0,466.0,112.0,360.0,820.0,226.0,108.0,24.2,28.45,36.28,26.0,27.0,24.0,1597.09,1154.0,1144.36,160.0,13.23,20.28,20.28,81.89,81.24,78.01
WPG,2025,WPG,WPG,Team Level,5on5,26,0.46,0.46,0.46,75353.0,561.41,53.29,37.61,138.66,19.3,304.77,227.37,51.23,54.18,52.09,507.0,274.0,315.0,1096.0,51.0,52.0,5.0,134.0,1.0,262.0,281.0,456.0,730.0,93.0,209.0,582.0,543.0,90.0,349.0,565.0,151.0,65.0,16.08,18.75,18.47,21.0,18.0,12.0,1114.67,781.0,792.2,181.0,7.85,11.61,11.61,49.53,50.33,49.61,660.48,61.36,44.73,165.75,22.4,354.54,258.22,58.77,60.52,58.0,603.0,304.0,365.0,1272.0,53.0,82.0,7.0,130.0,1.0,337.0,304.0,550.0,854.0,76.0,173.0,514.0,443.0,96.0,319.0,655.0,181.0,71.0,19.01,23.1,19.24,20.0,24.0,9.0,1257.09,907.0,897.36,146.0,9.3,15.74,15.74,54.92,54.27,53.1
WPG,2025,WPG,WPG,Team Level,4on5,26,0.2,0.15,0.2,7980.0,30.47,3.88,1.78,4.79,0.99,9.23,19.32,3.84,3.88,3.84,30.0,10.0,0.0,40.0,2.0,4.0,1.0,2.0,0.0,4.0,28.0,28.0,38.0,3.0,8.0,68.0,18.0,10.0,13.0,23.0,11.0,6.0,0.57,1.48,1.83,0.0,1.0,1.0,40.0,40.0,40.0,11.0,0.41,1.19,1.19,3.1,3.1,3.08,120.66,15.75,11.04,25.48,3.88,70.72,38.13,14.26,15.75,14.26,101.0,64.0,63.0,228.0,14.0,11.0,3.0,25.0,0.0,67.0,48.0,87.0,151.0,13.0,24.0,80.0,2.0,3.0,24.0,115.0,29.0,21.0,3.64,3.33,8.78,4.0,2.0,8.0,228.0,165.0,165.0,1.0,2.81,2.28,2.28,16.28,16.28,15.37
WPG,2025,WPG,WPG,Team Level,5on4,26,0.91,0.88,0.87,7397.0,123.01,15.2,13.07,26.6,3.99,69.24,35.91,14.15,15.2,14.15,113.0,51.0,38.0,202.0,17.0,20.0,1.0,20.0,0.0,55.0,52.0,96.0,147.0,1.0,2.0,69.0,4.0,3.0,26.0,114.0,31.0,19.0,2.98,3.63,8.59,2.0,6.0,9.0,202.0,164.0,164.0,2.0,3.38,2.94,2.94,15.64,15.64,14.86,18.74,1.58,0.87,2.6,0.47,5.72,12.76,1.46,1.58,1.46,21.0,3.0,3.0,27.0,2.0,2.0,1.0,2.0,0.0,8.0,10.0,19.0,22.0,1.0,2.0,51.0,13.0,5.0,11.0,17.0,5.0,2.0,0.42,0.66,0.5,1.0,1.0,0.0,27.0,24.0,24.0,11.0,0.2,0.41,0.41,1.37,1.37,1.32
EDM,2025,EDM,EDM,Team Level,other,28,0.51,0.55,0.56,2893.0,53.52,11.11,3.85,9.6,1.75,27.18,18.5,10.43,11.11,10.43,56.0,16.0,23.0,95.0,13.0,4.0,2.0,8.0,0.0,30.0,17.0,43.0,59.0,2.0,4.0,45.0,5.0,4.0,9.0,33.0,20.0,19.0,1.51,2.41,7.19,1.0,1.0,11.0,95.0,72.0,72.0,2.0,1.17,1.3,1.3,10.99,10.99,10.54,41.95,10.54,2.59,7.67,1.39,19.95,14.86,9.95,10.54,9.95,45.0,12.0,21.0,78.0,11.0,2.0,0.0,9.0,0.0,19.0,16.0,34.0,46.0,2.0,4.0,42.0,6.0,7.0,8.0,27.0,14.0,16.0,0.89,1.75,7.91,0.0,3.0,8.0,78.0,57.0,57.0,4.0,0.77,0.44,0.44,10.87,10.87,10.25
EDM,2025,EDM,EDM,Team Level,all,28,0.48,0.5,0.5,102236.0,873.98,90.85,59.94,203.73,28.36,458.78,341.34,87.05,91.81,87.94,798.0,385.0,447.0,1630.0,90.0,81.0,9.0,171.0,2.0,387.0,452.0,708.0,1093.0,90.0,195.0,782.0,497.0,125.0,450.0,821.0,254.0,108.0,24.46,31.87,34.51,37.0,22.0,31.0,1641.66,1183.0,1190.84,210.0,13.37,16.77,16.89,87.32,88.19,86.16,862.88,99.96,59.3,199.67,28.4,456.04,328.63,93.9,99.95,93.95,747.0,425.0,451.0,1623.0,98.0,88.0,19.0,151.0,1.0,397.0,437.0,649.0,1074.0,84.0,183.0,704.0,518.0,141.0,446.0,806.0,251.0,115.0,25.95,31.82,42.19,30.0,32.0,36.0,1622.54,1172.0,1171.69,205.0,13.09,22.17,22.17,90.88,90.95,87.74
EDM,2025,EDM,EDM,Team Level,5on5,28,0.48,0.5,0.5,86377.0,689.99,61.29,44.81,169.25,22.45,364.25,276.95,59.05,62.26,59.93,634.0,305.0,383.0,1322.0,54.0,59.0,5.0,148.0,2.0,309.0,367.0,580.0,885.0,80.0,172.0,613.0,481.0,109.0,409.0,681.0,195.0,63.0,19.98,24.72,16.59,31.0,15.0,8.0,1333.66,939.0,946.84,194.0,9.32,11.7,11.82,58.78,59.65,58.58,687.62,66.61,45.46,165.77,22.58,367.16,270.42,64.2,66.61,64.26,583.0,355.0,367.0,1305.0,71.0,70.0,15.0,118.0,1.0,319.0,359.0,512.0,867.0,75.0,162.0,563.0,498.0,121.0,405.0,678.0,189.0,71.0,21.79,24.33,20.5,29.0,22.0,20.0,1304.54,938.0,937.69,190.0,9.44,16.37,16.37,59.69,59.76,58.9
EDM,2025,EDM,EDM,Team Level,4on5,28,0.08,0.12,0.14,6906.0,19.31,1.93,0.95,2.59,0.6,6.32,13.61,1.93,1.93,1.93,19.0,7.0,5.0,31.0,2.0,0.0,0.0,0.0,0.0,3.0,21.0,17.0,24.0,5.0,13.0,59.0,8.0,10.0,15.0,17.0,7.0,2.0,0.51,0.88,0.54,1.0,0.0,1.0,31.0,26.0,26.0,11.0,0.21,0.0,0.0,2.14,2.14,2.14,118.54,21.04,10.45,24.29,4.01,64.65,33.56,17.99,21.04,17.99,103.0,55.0,61.0,219.0,13.0,16.0,4.0,23.0,0.0,55.0,51.0,90.0,145.0,5.0,13.0,56.0,2.0,5.0,26.0,90.0,42.0,26.0,2.92,4.87,13.25,1.0,6.0,6.0,219.0,158.0,158.0,6.0,2.7,5.37,5.37,18.37,18.37,16.66
EDM,2025,EDM,EDM,Team Level,5on4,28,0.9,0.9,0.88,6060.0,111.16,16.52,10.34,22.29,3.55,61.04,32.27,15.65,16.52,15.65,89.0,57.0,36.0,182.0,21.0,18.0,2.0,15.0,0.0,45.0,47.0,68.0,125.0,3.0,6.0,65.0,3.0,2.0,17.0,90.0,32.0,24.0,2.45,3.88,10.19,4.0,6.0,11.0,182.0,146.0,146.0,3.0,2.67,3.78,3.78,15.41,15.41,14.89,14.77,1.76,0.8,1.95,0.42,4.28,9.79,1.76,1.76,1.76,16.0,3.0,2.0,21.0,3.0,0.0,0.0,1.0,0.0,4.0,11.0,13.0,16.0,2.0,4.0,43.0,12.0,8.0,7.0,11.0,6.0,2.0,0.35,0.87,0.54,0.0,1.0,2.0,21.0,19.0,19.0,5.0,0.18,0.0,0.0,1.94,1.94,1.93
UTA,2025,UTA,UTA,Team Level,other,28,0.4,0.44,0.48,3326.0,43.85,8.85,2.87,7.32,1.38,25.76,13.82,7.98,8.85,7.98,43.0,17.0,10.0,70.0,13.0,3.0,1.0,6.0,0.0,27.0,11.0,30.0,47.0,0.0,0.0,34.0,11.0,3.0,13.0,32.0,16.0,12.0,1.52,1.98,5.34,2.0,4.0,7.0,70.0,60.0,60.0,4.0,0.84,0.74,0.74,8.95,8.95,8.05,47.02,13.03,3.43,8.83,1.74,24.76,14.22,11.79,13.03,11.79,42.0,24.0,23.0,89.0,10.0,7.0,1.0,7.0,0.0,25.0,17.0,32.0,56.0,0.0,0.0,47.0,8.0,6.0,12.0,29.0,19.0,18.0,0.98,2.46,9.59,1.0,3.0,6.0,89.0,66.0,66.0,7.0,0.94,1.65,1.65,12.31,12.31,11.26
UTA,2025,UTA,UTA,Team Level,all,28,0.5,0.52,0.54,101464.0,891.74,91.35,59.34,212.77,29.58,477.27,339.7,87.22,92.17,88.01,813.0,397.0,394.0,1604.0,87.0,86.0,9.0,168.0,2.0,441.0,426.0,726.0,1123.0,98.0,210.0,758.0,510.0,108.0,479.0,852.0,262.0,96.0,25.89,32.6,32.86,29.0,29.0,29.0,1618.12,1210.0,1219.42,220.0,13.12,18.08,18.95,85.52,86.46,84.0,776.56,91.21,53.69,184.19,26.13,403.18,291.62,86.37,90.7,85.91,683.0,367.0,425.0,1475.0,83.0,97.0,11.0,151.0,0.0,370.0,349.0,600.0,967.0,97.0,209.0,843.0,625.0,135.0,452.0,683.0,258.0,109.0,20.52,32.16,38.52,27.0,31.0,25.0,1470.77,1050.0,1048.01,210.0,12.02,20.99,21.23,81.99,81.59,78.39
UTA,2025,UTA,UTA,Team Level,5on5,28,0.52,0.53,0.55,82311.0,718.01,67.18,45.93,177.63,23.76,377.98,278.51,64.6,67.99,65.39,642.0,329.0,340.0,1311.0,64.0,73.0,5.0,143.0,1.0,351.0,339.0,578.0,907.0,87.0,188.0,599.0,474.0,94.0,410.0,693.0,210.0,68.0,21.03,26.36,19.79,27.0,23.0,14.0,1325.12,971.0,980.41,194.0,9.54,15.23,15.23,61.49,62.43,61.46,593.89,60.99,38.44,146.39,19.87,307.8,229.52,58.41,60.49,57.95,519.0,284.0,342.0,1145.0,60.0,71.0,6.0,119.0,0.0,283.0,270.0,459.0,743.0,88.0,191.0,643.0,604.0,110.0,395.0,532.0,202.0,69.0,16.05,25.1,19.83,24.0,26.0,10.0,1140.77,803.0,801.01,188.0,8.02,14.63,14.88,54.12,53.72,52.52
UTA,2025,UTA,UTA,Team Level,4on5,28,0.06,0.1,0.12,8070.0,14.46,0.92,0.87,2.69,0.58,5.83,11.12,0.92,0.92,0.92,16.0,6.0,1.0,23.0,1.0,0.0,0.0,0.0,0.0,4.0,17.0,15.0,21.0,5.0,10.0,67.0,21.0,6.0,20.0,19.0,3.0,0.0,0.56,0.36,0.0,0.0,1.0,0.0,23.0,22.0,22.0,16.0,0.2,0.0,0.0,1.12,1.12,1.11,116.19,15.52,10.98,25.71,3.93,64.7,35.15,14.55,15.52,14.55,108.0,48.0,52.0,208.0,13.0,18.0,4.0,24.0,0.0,56.0,45.0,95.0,143.0,4.0,8.0,76.0,2.0,3.0,30.0,105.0,31.0,20.0,3.05,3.79,8.69,2.0,2.0,9.0,208.0,156.0,156.0,7.0,2.88,4.5,4.5,13.9,13.9,12.98
UTA,2025,UTA,UTA,Team Level,5on4,28,0.9,0.86,0.86,7757.0,115.42,14.41,9.66,25.12,3.87,67.7,36.24,13.73,14.41,13.73,112.0,45.0,43.0,200.0,9.0,10.0,3.0,19.0,1.0,59.0,59.0,103.0,148.0,6.0,12.0,58.0,4.0,5.0,36.0,108.0,33.0,16.0,2.78,3.91,7.73,0.0,1.0,8.0,200.0,157.0,157.0,6.0,2.54,2.11,2.98,13.96,13.96,13.38,19.46,1.67,0.84,3.25,0.59,5.92,12.73,1.62,1.67,1.62,14.0,11.0,8.0,33.0,0.0,1.0,0.0,1.0,0.0,6.0,17.0,14.0,25.0,5.0,10.0,77.0,11.0,16.0,15.0,17.0,6.0,2.0,0.44,0.82,0.41,0.0,0.0,0.0,33.0,25.0,25.0,8.0,0.19,0.2,0.2,1.65,1.65,1.64
CAR,2025,CAR,CAR,Team Level,other,26,0.52,0.64,0.6,3386.0,61.94,11.86,4.0,11.17,1.97,32.5,21.49,11.03,11.86,11.03,49.0,34.0,40.0,123.0,14.0,3.0,0.0,10.0,0.0,32.0,24.0,35.0,69.0,3.0,6.0,44.0,11.0,5.0,7.0,44.0,23.0,16.0,1.49,2.82,7.55,3.0,3.0,8.0,123.0,83.0,83.0,3.0,1.16,0.91,0.91,12.11,12.11,11.4,39.67,10.9,2.38,7.75,1.3,18.83,13.84,10.47,10.9,10.47,31.0,24.0,14.0,69.0,10.0,3.0,0.0,7.0,0.0,20.0,15.0,21.0,45.0,2.0,4.0,42.0,7.0,3.0,15.0,28.0,8.0,19.0,1.19,1.04,8.67,3.0,0.0,7.0,69.0,55.0,55.0,6.0,0.65,0.91,0.91,10.65,10.65,10.39
CAR,2025,CAR,CAR,Team Level,all,26,0.56,0.6,0.59,95048.0,1004.53,101.52,66.08,247.43,33.16,530.61,384.2,96.36,102.19,96.99,863.0,500.0,563.0,1926.0,86.0,95.0,9.0,232.0,2.0,512.0,436.0,777.0,1277.0,94.0,196.0,814.0,488.0,142.0,439.0,976.0,267.0,120.0,28.83,33.71,38.98,33.0,28.0,25.0,1941.43,1363.0,1374.32,181.0,14.74,19.51,19.83,96.44,97.03,94.16,700.57,79.43,47.89,164.7,23.52,360.87,270.59,74.99,79.37,74.95,636.0,311.0,318.0,1265.0,74.0,75.0,5.0,119.0,2.0,311.0,366.0,562.0,873.0,93.0,195.0,828.0,651.0,105.0,458.0,633.0,221.0,93.0,19.84,27.53,32.06,24.0,30.0,20.0,1257.74,947.0,943.75,228.0,10.64,16.88,16.88,73.19,73.27,71.34
CAR,2025,CAR,CAR,Team Level,5on5,26,0.57,0.6,0.59,76894.0,781.67,68.83,49.02,203.42,25.98,414.01,303.74,66.0,69.5,66.63,667.0,398.0,452.0,1517.0,59.0,74.0,7.0,191.0,2.0,390.0,349.0,608.0,1006.0,79.0,160.0,643.0,456.0,118.0,375.0,798.0,190.0,77.0,23.9,24.14,20.8,27.0,22.0,10.0,1532.43,1065.0,1076.32,159.0,10.2,14.68,15.0,64.03,64.62,63.21,541.77,51.36,35.36,133.11,18.14,281.5,213.54,48.87,51.3,48.82,490.0,243.0,266.0,999.0,48.0,52.0,2.0,98.0,2.0,245.0,288.0,442.0,685.0,78.0,156.0,642.0,616.0,88.0,404.0,513.0,168.0,52.0,15.9,20.91,14.55,20.0,23.0,5.0,991.74,733.0,729.75,207.0,7.38,10.33,10.64,48.1,48.18,47.24
CAR,2025,CAR,CAR,Team Level,4on5,26,0.21,0.22,0.25,7308.0,32.33,3.81,1.9,4.75,1.01,10.33,21.2,3.7,3.81,3.7,31.0,12.0,4.0,47.0,3.0,4.0,2.0,3.0,0.0,10.0,23.0,28.0,40.0,2.0,7.0,61.0,15.0,15.0,22.0,24.0,15.0,4.0,0.66,1.99,1.16,0.0,1.0,2.0,47.0,43.0,43.0,13.0,0.43,0.61,0.61,3.63,3.63,3.57,97.15,14.72,8.98,20.41,3.27,53.1,28.53,13.27,14.72,13.27,91.0,38.0,38.0,167.0,14.0,19.0,3.0,14.0,0.0,43.0,39.0,77.0,115.0,7.0,17.0,71.0,7.0,2.0,22.0,75.0,34.0,20.0,2.25,4.12,8.35,1.0,5.0,8.0,167.0,129.0,129.0,1.0,2.34,5.38,5.07,11.99,11.99,11.27
CAR,2025,CAR,CAR,Team Level,5on4,26,0.87,0.89,0.85,7460.0,128.59,17.03,11.15,28.09,4.19,73.77,37.77,15.63,17.03,15.63,116.0,56.0,67.0,239.0,10.0,14.0,0.0,28.0,0.0,80.0,40.0,106.0,162.0,10.0,23.0,66.0,6.0,4.0,35.0,110.0,39.0,23.0,2.79,4.77,9.47,3.0,2.0,5.0,239.0,172.0,172.0,6.0,2.95,3.3,3.3,16.68,16.68,15.99,21.98,2.44,1.18,3.44,0.8,7.45,14.69,2.39,2.44,2.39,24.0,6.0,0.0,30.0,2.0,1.0,0.0,0.0,0.0,3.0,24.0,22.0,28.0,6.0,18.0,73.0,21.0,12.0,17.0,17.0,11.0,2.0,0.5,1.45,0.49,0.0,2.0,0.0,30.0,30.0,30.0,14.0,0.27,0.27,0.27,2.45,2.45,2.44
DET,2025,DET,DET,Team Level,other,28,0.5,0.47,0.47,4002.0,54.68,13.78,3.83,9.78,1.82,28.24,17.55,11.58,13.78,11.58,49.0,26.0,19.0,94.0,14.0,7.0,0.0,4.0,0.0,30.0,20.0,35.0,61.0,2.0,4.0,48.0,6.0,5.0,11.0,36.0,12.0,27.0,1.35,1.58,10.84,1.0,3.0,10.0,94.0,75.0,75.0,2.0,1.21,2.28,2.28,12.71,12.71,11.24,61.41,13.58,4.16,12.25,2.52,29.55,20.93,12.98,13.58,12.98,57.0,26.0,23.0,106.0,14.0,8.0,1.0,9.0,1.0,21.0,30.0,43.0,69.0,2.0,4.0,48.0,9.0,5.0,9.0,33.0,29.0,21.0,1.21,3.5,8.87,1.0,4.0,9.0,106.0,83.0,83.0,3.0,1.18,2.16,2.16,12.6,12.6,12.2
DET,2025,DET,DET,Team Level,all,28,0.53,0.52,0.53,102391.0,954.57,104.48,65.36,229.44,31.8,506.13,354.8,98.34,103.72,97.6,853.0,439.0,455.0,1747.0,85.0,108.0,9.0,160.0,2.0,463.0,474.0,768.0,1207.0,96.0,209.0,858.0,533.0,113.0,462.0,891.0,265.0,136.0,25.42,33.54,45.51,27.0,29.0,29.0,1721.4,1292.0,1274.82,196.0,14.77,23.63,23.63,95.62,94.84,91.73,843.08,91.85,57.27,198.14,28.06,445.35,330.34,87.93,93.16,89.17,754.0,397.0,485.0,1636.0,97.0,79.0,12.0,179.0,1.0,382.0,413.0,657.0,1054.0,112.0,241.0,785.0,582.0,111.0,396.0,789.0,255.0,107.0,23.53,31.99,36.32,26.0,35.0,36.0,1658.72,1151.0,1164.43,189.0,12.73,19.6,19.6,84.98,86.07,84.05
